Date,Temp
25/06/2014,8.3
26/06/2014,7.2
27/06/2014,7.7
28/06/2014,7.8
29/06/2014,9.1
30/06/2014,9.4
01/07/2014,7.8
02/07/2014,2.6
03/07/2014,2.4
04/07/2014,3.9
05/07/2014,1.3
06/07/2014,2.1
07/07/2014,7.4
08/07/2014,7.2
09/07/2014,8.8
10/07/2014,8.9
11/07/2014,8.8
12/07/2014,8.0
13/07/2014,0.7
14/07/2014,0.1
15/07/2014,0.9
16/07/2014,7.8
17/07/2014,7.2
18/07/2014,8.0
19/07/2014,4.6
20/07/2014,5.2
21/07/2014,5.8
22/07/2014,6.8
23/07/2014,8.1
24/07/2014,7.5
25/07/2014,5.4
26/07/2014,4.6
27/07/2014,6.4
28/07/2014,9.7
29/07/2014,7.0
30/07/2014,10.0
31/07/2014,10.6
01/08/2014,11.5
02/08/2014,10.2
03/08/2014,11.1
04/08/2014,11.0
05/08/2014,8.9
06/08/2014,9.9
07/08/2014,11.7
08/08/2014,11.6
09/08/2014,9.0
10/08/2014,6.3
11/08/2014,8.7
12/08/2014,8.5
13/08/2014,8.5
14/08/2014,8.0
15/08/2014,6.0
16/08/2014,8.0
17/08/2014,8.5
18/08/2014,7.7
19/08/2014,8.4
20/08/2014,9.0
21/08/2014,8.3
22/08/2014,6.8
23/08/2014,9.3
24/08/2014,6.7
25/08/2014,9.0
26/08/2014,7.3
27/08/2014,6.3
28/08/2014,7.9
29/08/2014,5.2
30/08/2014,9.0
31/08/2014,11.3
01/09/2014,9.2
02/09/2014,11.3
03/09/2014,7.0
04/09/2014,8.0
05/09/2014,4.6
06/09/2014,8.5
07/09/2014,9.5
08/09/2014,9.4
09/09/2014,10.5
10/09/2014,9.7
11/09/2014,4.9
12/09/2014,8.0
13/09/2014,5.8
14/09/2014,5.5
15/09/2014,10.9
16/09/2014,11.7
17/09/2014,9.2
18/09/2014,8.9
19/09/2014,11.3
20/09/2014,8.6
21/09/2014,6.2
22/09/2014,6.6
23/09/2014,9.1
24/09/2014,6.1
25/09/2014,7.5
26/09/2014,10.7
27/09/2014,6.3
28/09/2014,5.5
29/09/2014,6.7
30/09/2014,4.2
01/10/2014,11.3
02/10/2014,16.3
03/10/2014,10.5
04/10/2014,10.3
05/10/2014,7.9
06/10/2014,7.7
07/10/2014,16.0
08/10/2014,14.6
09/10/2014,12.5
10/10/2014,8.1
11/10/2014,12.2
12/10/2014,17.2
13/10/2014,9.4
14/10/2014,8.7
15/10/2014,5.9
16/10/2014,4.8
17/10/2014,7.4
18/10/2014,9.4
19/10/2014,9.7
20/10/2014,9.9
21/10/2014,6.5
22/10/2014,9.8
23/10/2014,18.2
24/10/2014,11.3
25/10/2014,9.1
26/10/2014,9.6
27/10/2014,13.5
28/10/2014,10.7
29/10/2014,10.0
30/10/2014,8.5
31/10/2014,12.6
01/11/2014,16.6
02/11/2014,11.6
03/11/2014,12.2
04/11/2014,11.2
05/11/2014,9.2
06/11/2014,9.9
07/11/2014,11.9
08/11/2014,15.6
09/11/2014,19.0
10/11/2014,12.8
11/11/2014,12.2
12/11/2014,12.0
13/11/2014,11.1
14/11/2014,11.8
15/11/2014,7.6
16/11/2014,13.0
17/11/2014,12.7
18/11/2014,16.0
19/11/2014,14.8
20/11/2014,14.2
21/11/2014,10.0
22/11/2014,8.8
23/11/2014,11.6
24/11/2014,8.6
25/11/2014,14.6
26/11/2014,24.3
27/11/2014,11.6
28/11/2014,10.8
29/11/2014,12.0
30/11/2014,11.0
01/12/2014,12.6
02/12/2014,10.8
03/12/2014,9.1
04/12/2014,11.0
05/12/2014,13.0
06/12/2014,12.8
07/12/2014,9.9
08/12/2014,11.6
09/12/2014,10.5
10/12/2014,15.9
11/12/2014,12.2
12/12/2014,13.0
13/12/2014,12.5
14/12/2014,12.5
15/12/2014,11.4
16/12/2014,12.1
17/12/2014,16.8
18/12/2014,12.1
19/12/2014,11.3
20/12/2014,10.4
21/12/2014,14.2
22/12/2014,11.4
23/12/2014,13.7
24/12/2014,16.5
25/12/2014,12.8
26/12/2014,12.2
27/12/2014,12.0
28/12/2014,12.6
29/12/2014,16.0
30/12/2014,16.4
31/12/2014,13.3
01/01/2015,15.2
02/01/2015,13.1
03/01/2015,12.7
04/01/2015,14.6
05/01/2015,11.0
06/01/2015,13.2
07/01/2015,12.2
08/01/2015,14.4
09/01/2015,13.7
10/01/2015,14.5
11/01/2015,14.1
12/01/2015,14.4
13/01/2015,19.7
14/01/2015,16.5
15/01/2015,15.9
16/01/2015,11.8
17/01/2015,12.0
18/01/2015,11.4
19/01/2015,14.4
20/01/2015,12.4
21/01/2015,15.1
22/01/2015,15.6
23/01/2015,15.2
24/01/2015,12.8
25/01/2015,13.3
26/01/2015,17.5
27/01/2015,15.4
28/01/2015,13.5
29/01/2015,16.7
30/01/2015,15.2
31/01/2015,14.9
01/02/2015,10.2
02/02/2015,13.6
03/02/2015,19.0
04/02/2015,15.7
05/02/2015,18.0
06/02/2015,14.8
07/02/2015,13.9
08/02/2015,13.0
09/02/2015,15.3
10/02/2015,14.3
11/02/2015,15.6
12/02/2015,16.0
13/02/2015,14.9
14/02/2015,11.1
15/02/2015,14.8
16/02/2015,13.0
17/02/2015,12.2
18/02/2015,10.9
19/02/2015,14.6
20/02/2015,16.6
21/02/2015,18.1
22/02/2015,13.4
23/02/2015,10.3
24/02/2015,13.6
25/02/2015,13.8
26/02/2015,10.3
27/02/2015,11.0
28/02/2015,14.3
01/03/2015,15.5
02/03/2015,14.7
03/03/2015,12.7
04/03/2015,10.7
05/03/2015,12.6
06/03/2015,9.8
07/03/2015,13.2
08/03/2015,15.2
09/03/2015,16.6
10/03/2015,21.0
11/03/2015,22.4
12/03/2015,17.0
13/03/2015,21.7
14/03/2015,21.4
15/03/2015,18.6
16/03/2015,16.2
17/03/2015,16.8
18/03/2015,17.0
19/03/2015,18.4
20/03/2015,17.2
21/03/2015,18.4
22/03/2015,18.8
23/03/2015,16.5
24/03/2015,13.3
25/03/2015,12.2
26/03/2015,11.3
27/03/2015,13.8
28/03/2015,16.6
29/03/2015,14.0
30/03/2015,14.3
31/03/2015,16.4
01/04/2015,11.9
02/04/2015,15.7
03/04/2015,17.6
04/04/2015,17.5
05/04/2015,15.9
06/04/2015,16.2
07/04/2015,16.0
08/04/2015,15.9
09/04/2015,16.2
10/04/2015,16.2
11/04/2015,19.5
12/04/2015,18.2
13/04/2015,21.8
14/04/2015,15.1
15/04/2015,11.0
16/04/2015,8.1
17/04/2015,9.5
18/04/2015,9.3
19/04/2015,10.6
20/04/2015,6.3
21/04/2015,8.6
22/04/2015,6.8
23/04/2015,8.7
24/04/2015,8.4
25/04/2015,9.3
26/04/2015,10.0
27/04/2015,10.5
28/04/2015,12.0
29/04/2015,10.1
30/04/2015,9.4
01/05/2015,10.1
02/05/2015,8.0
03/05/2015,10.6
04/05/2015,13.6
05/05/2015,15.4
06/05/2015,9.0
07/05/2015,10.4
08/05/2015,11.0
09/05/2015,12.1
10/05/2015,13.4
11/05/2015,11.3
12/05/2015,6.7
13/05/2015,9.8
14/05/2015,10.8
15/05/2015,7.8
16/05/2015,4.5
17/05/2015,7.6
18/05/2015,6.9
19/05/2015,7.5
20/05/2015,8.5
21/05/2015,5.5
22/05/2015,9.5
23/05/2015,7.3
24/05/2015,5.4
25/05/2015,5.5
26/05/2015,8.1
27/05/2015,11.2
28/05/2015,13.4
29/05/2015,11.6
30/05/2015,10.1
31/05/2015,4.3
01/06/2015,5.5
02/06/2015,4.4
03/06/2015,5.9
04/06/2015,5.7
05/06/2015,8.2
06/06/2015,8.2
07/06/2015,4.2
08/06/2015,6.5
09/06/2015,10.0
10/06/2015,8.8
11/06/2015,6.6
12/06/2015,7.8
13/06/2015,10.1
14/06/2015,7.1
15/06/2015,7.7
16/06/2015,8.5
17/06/2015,7.3
18/06/2015,6.9
19/06/2015,8.4
20/06/2015,7.1
21/06/2015,6.3
22/06/2015,0.6
23/06/2015,1.6
24/06/2015,7.0
25/06/2015,8.3
26/06/2015,8.0
27/06/2015,10.2
28/06/2015,10.6
29/06/2015,10.4
30/06/2015,11.6
01/07/2015,11.0
02/07/2015,10.7
03/07/2015,7.3
04/07/2015,4.2
05/07/2015,4.7
06/07/2015,5.6
07/07/2015,7.7
08/07/2015,7.5
09/07/2015,4.9
10/07/2015,5.9
11/07/2015,7.8
12/07/2015,5.8
13/07/2015,7.0
14/07/2015,8.4
15/07/2015,6.2
16/07/2015,7.5
17/07/2015,4.8
18/07/2015,3.3
19/07/2015,3.2
20/07/2015,7.0
21/07/2015,8.4
22/07/2015,0.3
23/07/2015,0.3
24/07/2015,2.1
25/07/2015,8.5
26/07/2015,1.4
27/07/2015,4.1
28/07/2015,10.3
29/07/2015,6.6
30/07/2015,6.1
31/07/2015,7.0
01/08/2015,5.1
02/08/2015,6.3
03/08/2015,6.9
04/08/2015,11.4
05/08/2015,10.4
06/08/2015,10.3
07/08/2015,9.2
08/08/2015,7.2
09/08/2015,7.5
10/08/2015,4.0
11/08/2015,5.6
12/08/2015,6.7
13/08/2015,8.4
14/08/2015,11.0
15/08/2015,8.4
16/08/2015,8.8
17/08/2015,8.6
18/08/2015,8.3
19/08/2015,4.0
20/08/2015,3.6
21/08/2015,5.7
22/08/2015,10.6
23/08/2015,6.9
24/08/2015,10.0
25/08/2015,9.8
26/08/2015,7.2
27/08/2015,10.5
28/08/2015,3.6
29/08/2015,5.3
30/08/2015,8.4
31/08/2015,10.3
01/09/2015,7.9
02/09/2015,8.5
03/09/2015,7.9
04/09/2015,8.0
05/09/2015,9.8
06/09/2015,6.7
07/09/2015,4.8
08/09/2015,9.9
09/09/2015,12.8
10/09/2015,10.9
11/09/2015,11.7
12/09/2015,11.7
13/09/2015,11.0
14/09/2015,8.2
15/09/2015,7.5
16/09/2015,5.4
17/09/2015,7.2
18/09/2015,9.7
19/09/2015,8.4
20/09/2015,9.0
21/09/2015,8.7
22/09/2015,6.6
23/09/2015,11.6
24/09/2015,13.1
25/09/2015,6.7
26/09/2015,6.5
27/09/2015,7.7
28/09/2015,8.7
29/09/2015,7.2
30/09/2015,10.5
01/10/2015,8.6
02/10/2015,7.2
03/10/2015,11.4
04/10/2015,16.2
05/10/2015,6.1
06/10/2015,9.6
07/10/2015,11.1
08/10/2015,13.6
09/10/2015,10.7
10/10/2015,14.7
11/10/2015,11.6
12/10/2015,7.3
13/10/2015,8.0
14/10/2015,9.6
15/10/2015,16.0
16/10/2015,15.1
17/10/2015,12.8
18/10/2015,6.2
19/10/2015,7.1
20/10/2015,8.4
21/10/2015,10.0
22/10/2015,12.7
23/10/2015,10.0
24/10/2015,10.2
25/10/2015,6.5
26/10/2015,9.2
27/10/2015,11.9
28/10/2015,14.7
29/10/2015,11.4
30/10/2015,6.8
31/10/2015,7.4
01/11/2015,11.2
02/11/2015,9.2
03/11/2015,12.6
04/11/2015,16.0
05/11/2015,17.1
06/11/2015,15.3
07/11/2015,13.3
08/11/2015,15.4
09/11/2015,13.2
10/11/2015,14.4
11/11/2015,14.0
12/11/2015,15.5
13/11/2015,21.0
14/11/2015,10.0
15/11/2015,9.6
16/11/2015,12.0
17/11/2015,12.2
18/11/2015,11.3
19/11/2015,13.2
20/11/2015,10.5
21/11/2015,10.1
22/11/2015,8.8
23/11/2015,13.7
24/11/2015,16.2
25/11/2015,16.0
26/11/2015,14.0
27/11/2015,13.7
28/11/2015,12.5
29/11/2015,12.8
30/11/2015,12.3
01/12/2015,15.2
02/12/2015,15.0
03/12/2015,16.4
04/12/2015,16.1
05/12/2015,14.6
06/12/2015,18.2
07/12/2015,16.4
08/12/2015,16.6
09/12/2015,14.7
10/12/2015,15.8
11/12/2015,14.1
12/12/2015,13.5
13/12/2015,13.6
14/12/2015,13.7
15/12/2015,13.6
16/12/2015,12.1
17/12/2015,12.7
18/12/2015,13.3
19/12/2015,14.2
20/12/2015,15.0
21/12/2015,13.7
22/12/2015,12.0
23/12/2015,13.1
24/12/2015,13.2
25/12/2015,13.3
26/12/2015,11.5
27/12/2015,10.8
28/12/2015,12.0
29/12/2015,16.3
30/12/2015,14.4
31/12/2015,12.9
01/01/2016,13.8
02/01/2016,10.6
03/01/2016,12.6
04/01/2016,13.7
05/01/2016,12.6
06/01/2016,13.1
07/01/2016,15.4
08/01/2016,11.9
09/01/2016,13.8
10/01/2016,14.4
11/01/2016,15.2
12/01/2016,12.5
13/01/2016,12.2
14/01/2016,16.1
15/01/2016,14.6
16/01/2016,11.6
17/01/2016,13.1
18/01/2016,12.8
19/01/2016,15.2
20/01/2016,13.8
21/01/2016,15.0
22/01/2016,13.5
23/01/2016,11.8
24/01/2016,15.3
25/01/2016,13.5
26/01/2016,15.3
27/01/2016,13.8
28/01/2016,15.8
29/01/2016,17.4
30/01/2016,15.3
31/01/2016,14.6
01/02/2016,14.8
02/02/2016,10.7
03/02/2016,11.6
04/02/2016,13.6
05/02/2016,14.4
06/02/2016,11.8
07/02/2016,15.8
08/02/2016,16.0
09/02/2016,11.8
10/02/2016,14.5
11/02/2016,10.7
12/02/2016,14.2
13/02/2016,19.5
14/02/2016,21.4
15/02/2016,17.9
16/02/2016,17.4
17/02/2016,12.7
18/02/2016,13.8
19/02/2016,14.0
20/02/2016,15.0
21/02/2016,14.5
22/02/2016,13.1
23/02/2016,11.4
24/02/2016,12.5
25/02/2016,12.0
26/02/2016,13.4
27/02/2016,14.4
28/02/2016,17.7
29/02/2016,13.9
01/03/2016,13.3
02/03/2016,14.6
03/03/2016,16.4
04/03/2016,16.8
05/03/2016,20.0
06/03/2016,12.5
07/03/2016,12.7
08/03/2016,11.7
09/03/2016,12.7
10/03/2016,8.6
11/03/2016,11.9
12/03/2016,16.0
13/03/2016,15.2
14/03/2016,13.4
15/03/2016,11.6
16/03/2016,11.1
17/03/2016,15.6
18/03/2016,17.0
19/03/2016,18.5
20/03/2016,17.4
21/03/2016,16.5
22/03/2016,16.2
23/03/2016,16.1
24/03/2016,13.2
25/03/2016,18.0
26/03/2016,12.8
27/03/2016,11.7
28/03/2016,16.7
29/03/2016,15.6
30/03/2016,10.2
31/03/2016,10.3
01/04/2016,15.0
02/04/2016,18.0
03/04/2016,13.8
04/04/2016,10.5
05/04/2016,11.8
06/04/2016,7.2
07/04/2016,11.6
08/04/2016,7.4
09/04/2016,14.2
10/04/2016,12.2
11/04/2016,9.0
12/04/2016,12.3
13/04/2016,19.7
14/04/2016,12.8
15/04/2016,12.4
16/04/2016,12.0
17/04/2016,12.0
18/04/2016,11.1
19/04/2016,12.7
20/04/2016,14.2
21/04/2016,11.6
22/04/2016,12.0
23/04/2016,11.5
24/04/2016,8.3
25/04/2016,10.5
26/04/2016,9.0
27/04/2016,6.9
28/04/2016,9.4
29/04/2016,11.1
30/04/2016,9.1
01/05/2016,7.7
02/05/2016,10.0
03/05/2016,10.4
04/05/2016,8.0
05/05/2016,9.8
06/05/2016,12.4
07/05/2016,12.9
08/05/2016,12.3
09/05/2016,6.9
10/05/2016,10.5
11/05/2016,11.0
12/05/2016,9.7
13/05/2016,11.1
14/05/2016,11.5
15/05/2016,13.4
16/05/2016,10.9
17/05/2016,12.0
18/05/2016,12.1
19/05/2016,10.4
20/05/2016,10.0
21/05/2016,9.6
22/05/2016,11.3
23/05/2016,8.5
24/05/2016,6.3
25/05/2016,8.2
26/05/2016,10.7
27/05/2016,10.3
28/05/2016,9.5
29/05/2016,10.9
30/05/2016,10.9
31/05/2016,4.3
01/06/2016,5.2
02/06/2016,11.0
03/06/2016,11.6
04/06/2016,10.6
05/06/2016,9.4
06/06/2016,10.0
07/06/2016,9.6
08/06/2016,9.5
09/06/2016,9.7
10/06/2016,9.6
11/06/2016,7.0
12/06/2016,7.0
13/06/2016,6.8
14/06/2016,6.9
15/06/2016,8.0
16/06/2016,7.6
17/06/2016,8.6
18/06/2016,5.7
19/06/2016,5.5
20/06/2016,5.7
21/06/2016,5.7
22/06/2016,6.6
23/06/2016,6.0
24/06/2016,6.9
25/06/2016,7.7
26/06/2016,8.0
27/06/2016,3.9
28/06/2016,0.8
29/06/2016,2.8
30/06/2016,8.0
01/07/2016,9.8
02/07/2016,11.4
03/07/2016,8.6
04/07/2016,5.2
05/07/2016,6.6
06/07/2016,5.7
07/07/2016,4.6
08/07/2016,5.8
09/07/2016,7.0
10/07/2016,4.8
11/07/2016,4.4
12/07/2016,4.4
13/07/2016,7.9
14/07/2016,10.6
15/07/2016,5.0
16/07/2016,7.6
17/07/2016,9.2
18/07/2016,9.7
19/07/2016,8.8
20/07/2016,6.8
21/07/2016,9.4
22/07/2016,11.0
23/07/2016,2.5
24/07/2016,2.1
25/07/2016,5.4
26/07/2016,6.2
27/07/2016,7.8
28/07/2016,7.4
29/07/2016,9.3
30/07/2016,9.3
31/07/2016,9.5
01/08/2016,8.5
02/08/2016,10.0
03/08/2016,7.7
04/08/2016,9.3
05/08/2016,9.1
06/08/2016,3.5
07/08/2016,3.6
08/08/2016,2.5
09/08/2016,1.7
10/08/2016,2.7
11/08/2016,2.9
12/08/2016,5.3
13/08/2016,7.7
14/08/2016,9.1
15/08/2016,9.4
16/08/2016,7.3
17/08/2016,8.4
18/08/2016,9.2
19/08/2016,6.6
20/08/2016,9.7
21/08/2016,12.4
22/08/2016,10.2
23/08/2016,5.9
24/08/2016,7.1
25/08/2016,7.5
26/08/2016,9.7
27/08/2016,12.2
28/08/2016,5.6
29/08/2016,5.4
30/08/2016,8.3
31/08/2016,10.6
01/09/2016,9.1
02/09/2016,11.3
03/09/2016,10.9
04/09/2016,8.9
05/09/2016,6.3
06/09/2016,9.0
07/09/2016,6.1
08/09/2016,9.1
09/09/2016,9.6
10/09/2016,6.0
11/09/2016,10.0
12/09/2016,11.0
13/09/2016,6.2
14/09/2016,8.3
15/09/2016,11.3
16/09/2016,11.3
17/09/2016,6.7
18/09/2016,6.6
19/09/2016,11.4
20/09/2016,6.9
21/09/2016,10.6
22/09/2016,8.6
23/09/2016,11.3
24/09/2016,12.5
25/09/2016,9.9
26/09/2016,6.9
27/09/2016,5.5
28/09/2016,7.8
29/09/2016,11.0
30/09/2016,16.2
01/10/2016,9.9
02/10/2016,8.7
03/10/2016,10.5
04/10/2016,12.2
05/10/2016,10.6
06/10/2016,8.3
07/10/2016,5.5
08/10/2016,9.0
09/10/2016,6.4
10/10/2016,7.2
11/10/2016,12.9
12/10/2016,12.0
13/10/2016,7.3
14/10/2016,9.7
15/10/2016,8.4
16/10/2016,14.7
17/10/2016,9.5
18/10/2016,7.9
19/10/2016,6.8
20/10/2016,12.6
21/10/2016,5.2
22/10/2016,7.5
23/10/2016,8.7
24/10/2016,7.6
25/10/2016,9.0
26/10/2016,7.2
27/10/2016,10.7
28/10/2016,13.1
29/10/2016,13.9
30/10/2016,10.8
31/10/2016,10.4
01/11/2016,9.1
02/11/2016,16.0
03/11/2016,21.0
04/11/2016,16.2
05/11/2016,8.6
06/11/2016,9.2
07/11/2016,12.5
08/11/2016,9.7
09/11/2016,12.5
10/11/2016,10.3
11/11/2016,12.0
12/11/2016,11.0
13/11/2016,14.8
14/11/2016,15.0
15/11/2016,15.3
16/11/2016,10.3
17/11/2016,10.7
18/11/2016,10.5
19/11/2016,8.9
20/11/2016,8.1
21/11/2016,11.5
22/11/2016,12.8
23/11/2016,9.1
24/11/2016,14.6
25/11/2016,11.6
26/11/2016,11.2
27/11/2016,12.6
28/11/2016,7.5
29/11/2016,11.0
30/11/2016,14.5
01/12/2016,18.5
02/12/2016,15.4
03/12/2016,13.1
04/12/2016,16.3
05/12/2016,20.2
06/12/2016,11.5
07/12/2016,12.4
08/12/2016,10.9
09/12/2016,12.7
10/12/2016,12.2
11/12/2016,12.4
12/12/2016,9.8
13/12/2016,8.5
14/12/2016,14.7
15/12/2016,12.0
16/12/2016,10.3
17/12/2016,11.0
18/12/2016,10.2
19/12/2016,12.6
20/12/2016,11.6
21/12/2016,9.7
22/12/2016,13.4
23/12/2016,10.5
24/12/2016,14.7
25/12/2016,14.6
26/12/2016,14.2
27/12/2016,13.2
28/12/2016,11.7
29/12/2016,17.2
30/12/2016,12.3
31/12/2016,13.8
01/01/2017,15.3
02/01/2017,15.6
03/01/2017,16.2
04/01/2017,16.3
05/01/2017,16.8
06/01/2017,11.0
07/01/2017,8.5
08/01/2017,13.2
09/01/2017,13.0
10/01/2017,12.4
11/01/2017,13.0
12/01/2017,16.6
13/01/2017,12.0
14/01/2017,12.4
15/01/2017,15.0
16/01/2017,11.8
17/01/2017,11.6
18/01/2017,12.2
19/01/2017,13.7
20/01/2017,11.2
21/01/2017,12.4
22/01/2017,11.5
23/01/2017,13.8
24/01/2017,15.7
25/01/2017,12.9
26/01/2017,11.5
27/01/2017,11.0
28/01/2017,12.7
29/01/2017,14.9
30/01/2017,16.5
31/01/2017,12.8
01/02/2017,12.7
02/02/2017,12.7
03/02/2017,11.6
04/02/2017,13.3
05/02/2017,15.2
06/02/2017,16.4
07/02/2017,11.9
08/02/2017,15.1
09/02/2017,10.6
10/02/2017,13.6
11/02/2017,12.1
12/02/2017,16.0
13/02/2017,16.8
14/02/2017,16.6
15/02/2017,15.6
16/02/2017,15.2
17/02/2017,17.7
18/02/2017,21.0
19/02/2017,13.4
20/02/2017,10.5
21/02/2017,9.5
22/02/2017,12.0
23/02/2017,10.4
24/02/2017,11.5
25/02/2017,13.2
26/02/2017,15.0
27/02/2017,14.1
28/02/2017,12.4
01/03/2017,13.4
02/03/2017,12.5
03/03/2017,14.3
04/03/2017,17.6
05/03/2017,10.4
06/03/2017,9.9
07/03/2017,10.2
08/03/2017,11.3
09/03/2017,9.5
10/03/2017,11.8
11/03/2017,11.5
12/03/2017,10.5
13/03/2017,10.8
14/03/2017,13.0
15/03/2017,18.5
16/03/2017,18.7
17/03/2017,15.0
18/03/2017,13.0
19/03/2017,11.3
20/03/2017,13.0
21/03/2017,13.3
22/03/2017,11.0
23/03/2017,10.3
24/03/2017,13.0
25/03/2017,12.3
26/03/2017,15.6
27/03/2017,10.2
28/03/2017,10.8
29/03/2017,12.0
30/03/2017,13.3
31/03/2017,11.7
01/04/2017,12.5
02/04/2017,13.7
03/04/2017,14.9
04/04/2017,20.2
05/04/2017,16.3
06/04/2017,13.9
07/04/2017,10.1
08/04/2017,7.3
09/04/2017,14.0
10/04/2017,17.7
11/04/2017,16.3
12/04/2017,10.6
13/04/2017,9.7
14/04/2017,7.8
15/04/2017,10.4
16/04/2017,10.4
17/04/2017,14.1
18/04/2017,7.1
19/04/2017,8.1
20/04/2017,7.8
21/04/2017,10.6
22/04/2017,9.1
23/04/2017,9.0
24/04/2017,11.9
25/04/2017,17.1
26/04/2017,16.8
27/04/2017,13.5
28/04/2017,11.6
29/04/2017,7.0
30/04/2017,9.7
01/05/2017,9.9
02/05/2017,11.2
03/05/2017,11.3
04/05/2017,11.8
05/05/2017,9.9
06/05/2017,7.1
07/05/2017,9.6
08/05/2017,9.8
09/05/2017,10.6
10/05/2017,12.8
11/05/2017,16.5
12/05/2017,11.7
13/05/2017,12.3
14/05/2017,12.2
15/05/2017,11.8
16/05/2017,10.7
17/05/2017,10.2
18/05/2017,10.0
19/05/2017,8.3
20/05/2017,6.6
21/05/2017,9.5
22/05/2017,12.3
23/05/2017,7.6
24/05/2017,9.3
25/05/2017,5.0
26/05/2017,4.3
27/05/2017,6.4
28/05/2017,10.8
29/05/2017,7.8
30/05/2017,8.5
31/05/2017,9.7
01/06/2017,10.0
02/06/2017,11.0
03/06/2017,10.2
04/06/2017,6.6
05/06/2017,6.1
06/06/2017,5.9
07/06/2017,8.9
08/06/2017,13.0
09/06/2017,12.6
10/06/2017,5.4
11/06/2017,6.0
12/06/2017,7.8
13/06/2017,9.0
14/06/2017,4.2
15/06/2017,3.0
16/06/2017,4.5
17/06/2017,6.2
18/06/2017,11.9
19/06/2017,11.8
20/06/2017,9.4
21/06/2017,9.6
22/06/2017,9.4
23/06/2017,7.0
24/06/2017,8.9
25/06/2017,9.3
26/06/2017,6.8
27/06/2017,7.5
28/06/2017,8.0
29/06/2017,8.3
30/06/2017,2.7
01/07/2017,3.9
02/07/2017,4.1
03/07/2017,5.0
04/07/2017,5.8
05/07/2017,4.4
06/07/2017,4.1
07/07/2017,5.8
08/07/2017,9.1
09/07/2017,7.9
10/07/2017,5.0
11/07/2017,2.8
12/07/2017,4.7
13/07/2017,8.9
14/07/2017,5.4
15/07/2017,7.1
16/07/2017,9.0
17/07/2017,9.4
18/07/2017,6.3
19/07/2017,7.0
20/07/2017,6.4
21/07/2017,6.7
22/07/2017,1.5
23/07/2017,2.9
24/07/2017,4.8
25/07/2017,6.3
26/07/2017,5.7
27/07/2017,7.0
28/07/2017,8.8
29/07/2017,8.7
30/07/2017,9.0
31/07/2017,9.6
01/08/2017,8.0
02/08/2017,8.4
03/08/2017,8.1
04/08/2017,9.0
05/08/2017,5.3
06/08/2017,8.9
07/08/2017,8.7
08/08/2017,4.9
09/08/2017,7.0
10/08/2017,7.5
11/08/2017,7.0
12/08/2017,9.1
13/08/2017,11.8
14/08/2017,9.9
15/08/2017,5.6
16/08/2017,4.2
17/08/2017,4.3
18/08/2017,8.0
19/08/2017,5.1
20/08/2017,9.4
21/08/2017,9.1
22/08/2017,9.7
23/08/2017,10.6
24/08/2017,8.6
25/08/2017,10.1
26/08/2017,11.0
27/08/2017,9.7
28/08/2017,5.0
29/08/2017,6.1
30/08/2017,5.4
31/08/2017,5.8
01/09/2017,7.3
02/09/2017,6.3
03/09/2017,4.8
04/09/2017,7.6
05/09/2017,8.1
06/09/2017,9.5
07/09/2017,10.3
08/09/2017,7.0
09/09/2017,9.0
10/09/2017,10.2
11/09/2017,6.8
12/09/2017,9.3
13/09/2017,9.8
14/09/2017,10.7
15/09/2017,7.8
16/09/2017,9.2
17/09/2017,15.0
18/09/2017,7.8
19/09/2017,5.3
20/09/2017,9.5
21/09/2017,7.6
22/09/2017,14.0
23/09/2017,14.9
24/09/2017,14.9
25/09/2017,19.2
26/09/2017,17.0
27/09/2017,13.0
28/09/2017,11.2
29/09/2017,9.5
30/09/2017,10.3
01/10/2017,9.3
02/10/2017,11.3
03/10/2017,6.5
04/10/2017,12.0
05/10/2017,8.3
06/10/2017,8.7
07/10/2017,8.7
08/10/2017,10.2
09/10/2017,6.9
10/10/2017,4.9
11/10/2017,10.0
12/10/2017,7.6
13/10/2017,14.5
14/10/2017,13.2
15/10/2017,9.9
16/10/2017,10.1
17/10/2017,11.3
18/10/2017,10.4
19/10/2017,10.9
20/10/2017,9.2
21/10/2017,10.5
22/10/2017,11.4
23/10/2017,13.5
24/10/2017,9.8
25/10/2017,13.1
26/10/2017,9.7
27/10/2017,11.4
28/10/2017,9.9
29/10/2017,14.4
30/10/2017,19.0
31/10/2017,23.0
01/11/2017,15.4
02/11/2017,9.6
03/11/2017,10.8
04/11/2017,12.1
05/11/2017,11.0
06/11/2017,12.6
07/11/2017,14.7
08/11/2017,11.1
09/11/2017,10.1
10/11/2017,11.4
11/11/2017,13.0
12/11/2017,11.9
13/11/2017,9.5
14/11/2017,13.5
15/11/2017,15.2
16/11/2017,18.4
17/11/2017,24.1
18/11/2017,14.1
19/11/2017,10.7
20/11/2017,8.7
21/11/2017,13.3
22/11/2017,11.6
23/11/2017,9.9
24/11/2017,10.8
25/11/2017,11.5
26/11/2017,10.0
27/11/2017,13.9
28/11/2017,13.6
29/11/2017,11.9
30/11/2017,11.1
01/12/2017,8.2
02/12/2017,9.4
03/12/2017,12.7
04/12/2017,11.6
05/12/2017,11.0
06/12/2017,11.3
07/12/2017,13.4
08/12/2017,14.9
09/12/2017,15.2
10/12/2017,13.9
11/12/2017,15.0
12/12/2017,16.2
13/12/2017,17.7
14/12/2017,20.5
15/12/2017,14.7
16/12/2017,12.5
17/12/2017,10.9
